116	7.40823	20	21	22	23	24	25	26	27	66	#
117	7.40823	21	22	23	24	25	26	27	28	66	#
118	7.40823	22	23	24	25	26	27	28	29	66	#
119	7.40823	23	24	25	26	27	28	29	30	66	#
120	7.40823	24	25	26	27	28	29	30	31	66	#
121	7.40823	25	26	27	28	29	30	31	32	66	#
122	7.40823	26	27	28	29	30	31	32	33	66	#
123	7.40823	27	28	29	30	31	32	33	34	66	#
124	7.40823	28	29	30	31	32	33	34	35	66	#
125	7.40823	29	30	31	32	33	34	35	36	66	#
126	7.40823	30	31	32	33	34	35	36	37	66	#
127	7.40823	31	32	33	34	35	36	37	38	66	#
128	7.40823	32	33	34	35	36	37	38	39	66	#
129	7.40823	33	34	35	36	37	38	39	40	66	#
130	7.40823	34	35	36	37	38	39	40	41	66	#
131	7.40823	35	36	37	38	39	40	41	42	66	#
132	7.40823	36	37	38	39	40	41	42	43	66	#
133	7.40823	37	38	39	40	41	42	43	44	66	#
134	6.51924	38	39	40	41	42	43	44	45	66	#
135	6.51924	39	40	41	42	43	44	45	46	66	#
136	6.51924	40	41	42	43	44	45	46	47	66	#
137	6.51924	41	42	43	44	45	46	47	48	66	#
138	6.51924	42	43	44	45	46	47	48	49	66	#
139	6.51924	43	44	45	46	47	48	49	50	66	#
140	5.62003	44	45	46	47	48	49	50	51	66	#
141	5.62003	45	46	47	48	49	50	51	52	66	#
142	5.62003	46	47	48	49	50	51	52	53	66	#
143	5.62003	47	48	49	50	51	52	53	54	66	#
144	5.62003	48	49	50	51	52	53	54	55	66	#
145	5.62003	49	50	51	52	53	54	55	56	66	#
146	5.62003	50	51	52	53	54	55	56	57	66	#
147	5.62003	51	52	53	54	55	56	57	58	66	#
148	5.52478	52	53	54	55	56	57	58	59	66	#
149	5.4327	53	54	55	56	57	58	59	60	66	#
150	5.174	54	55	56	57	58	59	60	61	66	#
151	5.174	55	56	57	58	59	60	61	62	66	#
152	5.174	56	57	58	59	60	61	62	63	66	#
153	1.21804	0	67	#
154	1.21804	1	67	#
155	1.21804	2	67	#
156	1.21804	3	67	#
157	1.21804	4	67	#
158	1.21804	5	67	#
159	1.21804	6	67	#
160	1.21804	7	67	#
161	1.21804	8	67	#
162	1.21804	9	67	#
163	1.21804	10	67	#
164	1.21804	11	67	#
165	1.21804	12	67	#
166	1.21804	13	67	#
167	1.21804	14	67	#
168	1.21804	15	67	#
169	1.21804	16	67	#
170	1.21804	17	67	#
171	1.21804	18	67	#
172	1.21804	19	67	#
173	1.21804	20	67	#
174	1.21804	21	67	#
175	1.21804	22	67	#
176	1.21804	23	67	#
177	0.700373	24	67	#
178	0.700373	25	67	#
179	0.700373	26	67	#
180	0.700373	27	67	#
181	0.700373	28	67	#
182	0.700373	29	67	#
183	0.700373	30	67	#
184	0.700373	31	67	#
185	0.700373	32	67	#
186	0.700373	33	67	#
187	0.700373	34	67	#
188	0.700373	35	67	#
189	0.700373	36	67	#
190	0.700373	37	67	#
191	0.700373	38	67	#
192	0.700373	39	67	#
193	0.700373	40	67	#
194	5.36138	0	1	2	3	4	5	68	#
195	5.36138	1	2	3	4	5	6	68	#
196	5.36138	2	3	4	5	6	7	68	#
197	5.36138	3	4	5	6	7	8	68	#
198	5.36138	4	5	6	7	8	9	68	#
199	5.36138	5	6	7	8	9	10	68	#
200	5.36138	6	7	8	9	10	11	68	#
201	5.36138	7	8	9	10	11	12	68	#
202	5.36138	8	9	10	11	12	13	68	#
203	5.36138	9	10	11	12	13	14	68	#
204	5.36138	10	11	12	13	14	15	68	#
205	5.36138	11	12	13	14	15	16	68	#
206	5.36138	12	13	14	15	16	17	68	#
207	5.36138	13	14	15	16	17	18	68	#
208	5.36138	14	15	16	17	18	19	68	#
209	5.36138	15	16	17	18	19	20	68	#
210	5.36138	16	17	18	19	20	21	68	#
211	5.36138	17	18	19	20	21	22	68	#
212	5.36138	18	19	20	21	22	23	68	#
213	5.36138	19	20	21	22	23	24	68	#
214	5.36138	20	21	22	23	24	25	68	#
215	5.36138	21	22	23	24	25	26	68	#
216	5.36138	22	23	24	25	26	27	68	#
217	5.36138	23	24	25	26	27	28	68	#
218	5.36138	24	25	26	27	28	29	68	#
219	5.36138	25	26	27	28	29	30	68	#
220	5.36138	26	27	28	29	30	31	68	#
221	5.36138	27	28	29	30	31	32	68	#
222	5.36138	28	29	30	31	32	33	68	#
223	5.36138	29	30	31	32	33	34	68	#
224	5.36138	30	31	32	33	34	35	68	#
225	5.36138	31	32	33	34	35	36	68	#
226	5.36138	32	33	34	35	36	37	68	#
227	5.36138	33	34	35	36	37	38	68	#
228	5.36138	34	35	36	37	38	39	68	#
229	5.36138	35	36	37	38	39	40	68	#
230	5.36138	36	37	38	39	40	41	68	#
231	5.36138	37	38	39	40	41	42	68	#
232	4.16997	38	39	40	41	42	43	68	#
233	4.16997	39	40	41	42	43	44	68	#
234	4.16997	40	41	42	43	44	45	68	#
235	4.16997	41	42	43	44	45	46	68	#
236	4.16997	42	43	44	45	46	47	68	#
237	4.16997	43	44	45	46	47	48	68	#
238	4.16997	44	45	46	47	48	49	68	#
239	4.16997	45	46	47	48	49	50	68	#
240	4.16997	46	47	48	49	50	51	68	#
241	4.16997	47	48	49	50	51	52	68	#
242	4.16997	48	49	50	51	52	53	68	#
243	4.16997	49	50	51	52	53	54	68	#
244	4.02104	50	51	52	53	54	55	68	#
245	4.02104	51	52	53	54	55	56	68	#
246	3.23186	0	1	2	69	#
247	3.23186	1	2	3	69	#
248	3.23186	2	3	4	69	#
249	3.23186	3	4	5	69	#
250	3.23186	4	5	6	69	#
251	3.23186	5	6	7	69	#
252	3.23186	6	7	8	69	#
253	3.23186	7	8	9	69	#
254	3.23186	8	9	10	69	#
255	3.23186	9	10	11	69	#
256	3.23186	10	11	12	69	#
257	3.23186	11	12	13	69	#
258	3.23186	12	13	14	69	#
259	3.23186	13	14	15	69	#
260	3.23186	14	15	16	69	#
261	3.23186	15	16	17	69	#
262	3.23186	16	17	18	69	#
263	3.23186	17	18	19	69	#
264	3.23186	18	19	20	69	#
265	3.23186	19	20	21	69	#
266	3.23186	20	21	22	69	#
267	3.23186	21	22	23	69	#
268	3.23186	22	23	24	69	#
269	3.23186	23	24	25	69	#
270	3.23186	24	25	26	69	#
271	3.23186	25	26	27	69	#
272	3.23186	26	27	28	69	#
273	3.23186	27	28	29	69	#
274	3.23186	28	29	30	69	#
275	3.23186	29	30	31	69	#
276	3.23186	30	31	32	69	#
277	3.23186	31	32	33	69	#
278	3.23186	32	33	34	69	#
279	3.23186	33	34	35	69	#
280	3.23186	34	35	36	69	#
281	3.23186	35	36	37	69	#
282	3.23186	36	37	38	69	#
283	3.23186	37	38	39	69	#
284	3.23186	38	39	40	69	#
285	3.23186	39	40	41	69	#
286	3.23186	40	41	42	69	#
287	3.23186	41	42	43	69	#
288	3.23186	42	43	44	69	#
289	3.23186	43	44	45	69	#
290	3.23186	44	45	46	69	#
291	3.23186	45	46	47	69	#
292	3.23186	46	47	48	69	#
293	3.23186	47	48	49	69	#
294	3.23186	48	49	50	69	#
295	3.23186	49	50	51	69	#
296	3.23186	50	51	52	69	#
297	3.23186	51	52	53	69	#
298	3.23186	52	53	54	69	#
299	2.95797	53	54	55	69	#
300	2.95797	54	55	56	69	#
301	2.95797	55	56	57	69	#
302	2.95797	56	57	58	69	#
303	2.95797	57	58	59	69	#
304	1.85576	0	1	70	#
305	1.85576	1	2	70	#
306	1.85576	2	3	70	#
307	1.85576	3	4	70	#
308	1.85576	4	5	70	#
309	1.85576	5	6	70	#
310	1.85576	6	7	70	#
311	1.85576	7	8	70	#
312	1.85576	8	9	70	#
313	1.85576	9	10	70	#
314	1.85576	10	11	70	#
315	1.85576	11	12	70	#
316	1.85576	12	13	70	#
317	1.85576	13	14	70	#
318	1.85576	14	15	70	#
319	1.85576	15	16	70	#
320	1.85576	16	17	70	#
321	1.85576	17	18	70	#
322	1.85576	18	19	70	#
323	1.85576	19	20	70	#
324	1.85576	20	21	70	#
325	1.85576	21	22	70	#
326	1.85576	22	23	70	#
327	1.85576	23	24	70	#
328	1.85576	24	25	70	#
329	1.85576	25	26	70	#
330	1.85576	26	27	70	#
331	1.85576	27	28	70	#
332	1.85576	28	29	70	#
333	1.85576	29	30	70	#
334	1.85576	30	31	70	#
335	1.85576	31	32	70	#
336	1.85576	32	33	70	#
337	1.85576	33	34	70	#
338	1.85576	34	35	70	#
339	1.85576	35	36	70	#
340	1.85576	36	37	70	#
341	1.85576	37	38	70	#
342	1.85576	38	39	70	#
343	1.85576	39	40	70	#
344	1.85576	40	41	70	#
345	1.85576	41	42	70	#
346	1.85576	42	43	70	#
347	1.85576	43	44	70	#
348	1.85576	44	45	70	#
349	1.85576	45	46	70	#
350	1.85576	46	47	70	#
351	1.85576	47	48	70	#
352	1.85576	48	49	70	#
353	1.00751	0	71	#
354	1.00751	1	71	#
355	1.00751	2	71	#
356	1.00751	3	71	#
357	1.00751	4	71	#
358	1.00751	5	71	#
359	1.00751	6	71	#
360	1.00751	7	71	#
361	1.00751	8	71	#
362	1.00751	9	71	#
363	1.00751	10	71	#
364	1.00751	11	71	#
365	1.00751	12	71	#
366	1.00751	13	71	#
367	1.00751	14	71	#
368	1.00751	15	71	#
369	1.00751	16	71	#
370	1.00751	17	71	#
371	1.00751	18	71	#
372	1.00751	19	71	#
373	1.00751	20	71	#
374	1.00751	21	71	#
375	1.00751	22	71	#
376	1.00751	23	71	#
377	1.00751	24	71	#
378	1.00751	25	71	#
379	1.00751	26	71	#
380	1.00751	27	71	#
381	1.00751	28	71	#
382	1.00751	29	71	#
383	1.00751	30	71	#
384	1.00751	31	71	#
385	1.00751	32	71	#
386	1.00751	33	71	#
387	0.949935	34	71	#
388	0.949935	35	71	#
389	0.615699	36	71	#
390	0.615699	37	71	#
391	0.615699	38	71	#
392	0.615699	39	71	#
393	0.615699	40	71	#
394	0.615699	41	71	#
395	0.615699	42	71	#
396	0.615699	43	71	#
397	0.615699	44	71	#
398	0.615699	45	71	#
399	0.615699	46	71	#
400	0.615699	47	71	#
401	0.615699	48	71	#
402	0.615699	49	71	#
403	0.615699	50	71	#
404	0.615699	51	71	#
405	0.615699	52	71	#
406	0.615699	53	71	#
407	0.615699	54	71	#
408	0.536254	55	71	#
409	0.536254	56	71	#
410	0.536254	57	71	#
411	0.536254	58	71	#
412	0.536254	59	71	#
413	0.536254	60	71	#
414	0.536254	61	71	#
415	0.536254	62	71	#
416	0.527742	63	71	#
417	0.557167	0	72	#
418	0.557167	1	72	#
419	0.557167	2	72	#
420	0.557167	3	72	#
421	0.557167	4	72	#
422	0.557167	5	72	#
423	0.557167	6	72	#
424	0.557167	7	72	#
425	0.557167	8	72	#
426	0.557167	9	72	#
427	0.557167	10	72	#
428	0.557167	11	72	#
429	0.557167	12	72	#
430	0.557167	13	72	#
431	0.557167	14	72	#
432	0.557167	15	72	#
433	0.557167	16	72	#
434	0.557167	17	72	#
435	0.557167	18	72	#
436	0.557167	19	72	#
437	0.557167	20	72	#
438	0.557167	21	72	#
439	0.557167	22	72	#
440	0.557167	23	72	#
441	0.557167	24	72	#
442	0.557167	25	72	#
443	0.557167	26	72	#
444	0.557167	27	72	#
445	0.557167	28	72	#
446	0.557167	29	72	#
447	0.557167	30	72	#
448	0.557167	31	72	#
449	0.557167	32	72	#
450	0.557167	33	72	#
451	0.557167	34	72	#
452	0.557167	35	72	#
453	0.557167	36	72	#
454	0.557167	37	72	#
455	0.557167	38	72	#
456	0.557167	39	72	#
457	0.374647	40	72	#
458	0.374647	41	72	#
459	0.374647	42	72	#
460	0.374647	43	72	#
461	0.374647	44	72	#
462	0.374647	45	72	#
463	0.374647	46	72	#
464	0.374647	47	72	#
465	0.374647	48	72	#
466	0.374647	49	72	#
467	0.374647	50	72	#
468	0.374647	51	72	#
469	0.374647	52	72	#
470	0.374647	53	72	#
471	0.374647	54	72	#
472	0.374647	55	72	#
473	0.374647	56	72	#
474	0.374647	57	72	#
475	0.374647	58	72	#
476	0.350476	59	72	#
477	0.350476	60	72	#
478	0.350476	61	72	#
479	0.350476	62	72	#
480	0.344913	63	72	#
481	6.90812	0	1	2	3	73	#
482	6.90812	1	2	3	4	73	#
483	6.90812	2	3	4	5	73	#
484	6.90812	3	4	5	6	73	#
485	6.90812	4	5	6	7	73	#
486	6.90812	5	6	7	8	73	#
487	6.90812	6	7	8	9	73	#
488	6.90812	7	8	9	10	73	#
489	6.90812	8	9	10	11	73	#
490	6.90812	9	10	11	12	73	#
491	6.90812	10	11	12	13	73	#
492	6.90812	11	12	13	14	73	#
493	6.90812	12	13	14	15	73	#
494	6.90812	13	14	15	16	73	#
495	6.90812	14	15	16	17	73	#
496	6.90812	15	16	17	18	73	#
497	6.90812	16	17	18	19	73	#
498	6.90812	17	18	19	20	73	#
499	6.90812	18	19	20	21	73	#
500	6.90812	19	20	21	22	73	#
501	6.90812	20	21	22	23	73	#
502	6.90812	21	22	23	24	73	#
503	6.90812	22	23	24	25	73	#
504	6.90812	23	24	25	26	73	#
505	6.90812	24	25	26	27	73	#
506	6.90812	25	26	27	28	73	#
507	6.90812	26	27	28	29	73	#
508	6.90812	27	28	29	30	73	#
509	6.90812	28	29	30	31	73	#
510	6.90812	29	30	31	32	73	#
511	6.90812	30	31	32	33	73	#
512	6.90812	31	32	33	34	73	#
513	6.90812	32	33	34	35	73	#
514	6.90812	33	34	35	36	73	#
515	6.90812	34	35	36	37	73	#
516	6.90812	35	36	37	38	73	#
517	6.90812	36	37	38	39	73	#
