112	9.31783	19	20	21	22	23	54	#
113	9.31783	20	21	22	23	24	54	#
114	9.31783	21	22	23	24	25	54	#
115	9.31783	22	23	24	25	26	54	#
116	9.31783	23	24	25	26	27	54	#
117	9.31783	24	25	26	27	28	54	#
118	9.31783	25	26	27	28	29	54	#
119	9.31783	26	27	28	29	30	54	#
120	9.31783	27	28	29	30	31	54	#
121	9.31783	28	29	30	31	32	54	#
122	9.31783	29	30	31	32	33	54	#
123	9.31783	30	31	32	33	34	54	#
124	9.31783	31	32	33	34	35	54	#
125	9.31783	32	33	34	35	36	54	#
126	9.31783	33	34	35	36	37	54	#
127	9.31783	34	35	36	37	38	54	#
128	9.31783	35	36	37	38	39	54	#
129	9.31783	36	37	38	39	40	54	#
130	9.31783	37	38	39	40	41	54	#
131	9.31783	38	39	40	41	42	54	#
132	9.31783	39	40	41	42	43	54	#
133	9.31783	40	41	42	43	44	54	#
134	9.31783	41	42	43	44	45	54	#
135	9.31783	42	43	44	45	46	54	#
136	9.31783	43	44	45	46	47	54	#
137	9.31783	44	45	46	47	48	54	#
138	9.31783	45	46	47	48	49	54	#
139	8.95242	46	47	48	49	50	54	#
140	8.95242	47	48	49	50	51	54	#
141	2.67189	0	1	2	3	55	#
142	2.67189	1	2	3	4	55	#
143	2.67189	2	3	4	5	55	#
144	2.67189	3	4	5	6	55	#
145	2.67189	4	5	6	7	55	#
146	2.67189	5	6	7	8	55	#
147	2.67189	6	7	8	9	55	#
148	2.67189	7	8	9	10	55	#
149	2.67189	8	9	10	11	55	#
150	2.67189	9	10	11	12	55	#
151	2.67189	10	11	12	13	55	#
152	2.67189	11	12	13	14	55	#
153	2.67189	12	13	14	15	55	#
154	2.67189	13	14	15	16	55	#
155	2.67189	14	15	16	17	55	#
156	2.67189	15	16	17	18	55	#
157	2.67189	16	17	18	19	55	#
158	2.67189	17	18	19	20	55	#
159	2.67189	18	19	20	21	55	#
160	2.67189	19	20	21	22	55	#
161	2.67189	20	21	22	23	55	#
162	2.67189	21	22	23	24	55	#
163	2.67189	22	23	24	25	55	#
164	2.67189	23	24	25	26	55	#
165	2.67189	24	25	26	27	55	#
166	2.67189	25	26	27	28	55	#
167	2.67189	26	27	28	29	55	#
168	2.67189	27	28	29	30	55	#
169	2.67189	28	29	30	31	55	#
170	2.67189	29	30	31	32	55	#
171	2.67189	30	31	32	33	55	#
172	2.67189	31	32	33	34	55	#
173	2.67189	32	33	34	35	55	#
174	2.67189	33	34	35	36	55	#
175	2.67189	34	35	36	37	55	#
176	2.67189	35	36	37	38	55	#
177	2.67189	36	37	38	39	55	#
178	2.67189	37	38	39	40	55	#
179	2.67189	38	39	40	41	55	#
180	2.67189	39	40	41	42	55	#
181	2.67189	40	41	42	43	55	#
182	2.67189	41	42	43	44	55	#
183	2.61252	42	43	44	45	55	#
184	2.55572	43	44	45	46	55	#
185	2.44924	44	45	46	47	55	#
186	2.44924	45	46	47	48	55	#
187	2.30516	46	47	48	49	55	#
188	2.30516	47	48	49	50	55	#
189	2.30516	48	49	50	51	55	#
190	0.74605	0	56	#
191	0.74605	1	56	#
192	0.74605	2	56	#
193	0.74605	3	56	#
194	0.0486554	4	56	#
195	0.0486554	5	56	#
196	0.0486554	6	56	#
197	0.0486554	7	56	#
198	0.0486554	8	56	#
199	0.0486554	9	56	#
200	0.0486554	10	56	#
201	0.0486554	11	56	#
202	0.0486554	12	56	#
203	0.0486554	13	56	#
204	0.0486554	14	56	#
205	0.0486554	15	56	#
206	0.0486554	16	56	#
207	0.0486554	17	56	#
208	0.0486554	18	56	#
209	0.0486554	19	56	#
210	0.0486554	20	56	#
211	0.0486554	21	56	#
212	0.0486554	22	56	#
213	0.0486554	23	56	#
214	0.0486554	24	56	#
215	0.0486554	25	56	#
216	0.0486554	26	56	#
217	0.0486554	27	56	#
218	0.0486554	28	56	#
219	0.0486554	29	56	#
220	0.0486554	30	56	#
221	0.0486554	31	56	#
222	0.0486554	32	56	#
223	0.0486554	33	56	#
224	0.0486554	34	56	#
225	0.0486554	35	56	#
226	0.0486554	36	56	#
227	0.0486554	37	56	#
228	0.0486554	38	56	#
229	0.0486554	39	56	#
230	0.0486554	40	56	#
231	0.0486554	41	56	#
232	0.0486554	42	56	#
233	0.0486554	43	56	#
234	0.0486554	44	56	#
235	0.0486554	45	56	#
236	0.0486554	46	56	#
237	0.0476202	47	56	#
