52	13.9201	7	8	9	10	11	12	13	14	53	#
53	13.9201	8	9	10	11	12	13	14	15	53	#
54	13.9201	9	10	11	12	13	14	15	16	53	#
55	13.9201	10	11	12	13	14	15	16	17	53	#
56	13.9201	11	12	13	14	15	16	17	18	53	#
57	13.9201	12	13	14	15	16	17	18	19	53	#
58	13.9201	13	14	15	16	17	18	19	20	53	#
59	13.9201	14	15	16	17	18	19	20	21	53	#
60	13.9201	15	16	17	18	19	20	21	22	53	#
61	13.9201	16	17	18	19	20	21	22	23	53	#
62	13.9201	17	18	19	20	21	22	23	24	53	#
63	13.9201	18	19	20	21	22	23	24	25	53	#
64	13.9201	19	20	21	22	23	24	25	26	53	#
65	13.9201	20	21	22	23	24	25	26	27	53	#
66	13.9201	21	22	23	24	25	26	27	28	53	#
67	13.9201	22	23	24	25	26	27	28	29	53	#
68	13.9201	23	24	25	26	27	28	29	30	53	#
69	13.9201	24	25	26	27	28	29	30	31	53	#
70	13.9201	25	26	27	28	29	30	31	32	53	#
71	13.9201	26	27	28	29	30	31	32	33	53	#
72	13.9201	27	28	29	30	31	32	33	34	53	#
73	13.9201	28	29	30	31	32	33	34	35	53	#
74	13.9201	29	30	31	32	33	34	35	36	53	#
75	13.9201	30	31	32	33	34	35	36	37	53	#
76	13.9201	31	32	33	34	35	36	37	38	53	#
77	13.9201	32	33	34	35	36	37	38	39	53	#
78	13.9201	33	34	35	36	37	38	39	40	53	#
79	13.9201	34	35	36	37	38	39	40	41	53	#
80	13.9201	35	36	37	38	39	40	41	42	53	#
81	13.9201	36	37	38	39	40	41	42	43	53	#
82	13.9201	37	38	39	40	41	42	43	44	53	#
83	13.9201	38	39	40	41	42	43	44	45	53	#
84	13.9201	39	40	41	42	43	44	45	46	53	#
85	13.9201	40	41	42	43	44	45	46	47	53	#
86	13.9201	41	42	43	44	45	46	47	48	53	#
87	13.1013	42	43	44	45	46	47	48	49	53	#
88	13.1013	43	44	45	46	47	48	49	50	53	#
89	13.1013	44	45	46	47	48	49	50	51	53	#
90	17.4519	0	1	2	3	4	5	6	7	54	#
91	17.4519	1	2	3	4	5	6	7	8	54	#
92	17.4519	2	3	4	5	6	7	8	9	54	#
93	17.4519	3	4	5	6	7	8	9	10	54	#
94	17.4519	4	5	6	7	8	9	10	11	54	#
95	17.4519	5	6	7	8	9	10	11	12	54	#
96	17.4519	6	7	8	9	10	11	12	13	54	#
97	17.4519	7	8	9	10	11	12	13	14	54	#
98	17.4519	8	9	10	11	12	13	14	15	54	#
99	17.4519	9	10	11	12	13	14	15	16	54	#
100	17.4519	10	11	12	13	14	15	16	17	54	#
101	17.4519	11	12	13	14	15	16	17	18	54	#
102	17.4519	12	13	14	15	16	17	18	19	54	#
103	17.4519	13	14	15	16	17	18	19	20	54	#
104	17.4519	14	15	16	17	18	19	20	21	54	#
105	17.4519	15	16	17	18	19	20	21	22	54	#
106	17.4519	16	17	18	19	20	21	22	23	54	#
107	17.4519	17	18	19	20	21	22	23	24	54	#
108	17.4519	18	19	20	21	22	23	24	25	54	#
109	17.4519	19	20	21	22	23	24	25	26	54	#
110	17.4519	20	21	22	23	24	25	26	27	54	#
111	17.4519	21	22	23	24	25	26	27	28	54	#
112	17.4519	22	23	24	25	26	27	28	29	54	#
113	17.4519	23	24	25	26	27	28	29	30	54	#
114	17.4519	24	25	26	27	28	29	30	31	54	#
115	17.4519	25	26	27	28	29	30	31	32	54	#
116	17.4519	26	27	28	29	30	31	32	33	54	#
117	17.4519	27	28	29	30	31	32	33	34	54	#
118	17.4519	28	29	30	31	32	33	34	35	54	#
119	17.4519	29	30	31	32	33	34	35	36	54	#
120	17.4519	30	31	32	33	34	35	36	37	54	#
121	17.4519	31	32	33	34	35	36	37	38	54	#
122	17.4519	32	33	34	35	36	37	38	39	54	#
123	17.4519	33	34	35	36	37	38	39	40	54	#
124	17.4519	34	35	36	37	38	39	40	41	54	#
125	17.4519	35	36	37	38	39	40	41	42	54	#
126	17.4519	36	37	38	39	40	41	42	43	54	#
127	17.4519	37	38	39	40	41	42	43	44	54	#
128	15.9976	38	39	40	41	42	43	44	45	54	#
129	15.9976	39	40	41	42	43	44	45	46	54	#
130	15.9976	40	41	42	43	44	45	46	47	54	#
131	15.9976	41	42	43	44	45	46	47	48	54	#
132	5.40792	0	1	2	3	4	5	55	#
133	5.40792	1	2	3	4	5	6	55	#
134	5.40792	2	3	4	5	6	7	55	#
135	5.40792	3	4	5	6	7	8	55	#
136	5.40792	4	5	6	7	8	9	55	#
137	5.40792	5	6	7	8	9	10	55	#
138	5.40792	6	7	8	9	10	11	55	#
139	5.40792	7	8	9	10	11	12	55	#
140	5.40792	8	9	10	11	12	13	55	#
141	5.40792	9	10	11	12	13	14	55	#
142	5.40792	10	11	12	13	14	15	55	#
143	5.40792	11	12	13	14	15	16	55	#
144	5.40792	12	13	14	15	16	17	55	#
145	5.40792	13	14	15	16	17	18	55	#
146	5.40792	14	15	16	17	18	19	55	#
147	5.40792	15	16	17	18	19	20	55	#
148	5.40792	16	17	18	19	20	21	55	#
149	5.40792	17	18	19	20	21	22	55	#
150	5.40792	18	19	20	21	22	23	55	#
151	5.40792	19	20	21	22	23	24	55	#
152	5.40792	20	21	22	23	24	25	55	#
153	5.40792	21	22	23	24	25	26	55	#
154	5.40792	22	23	24	25	26	27	55	#
155	5.40792	23	24	25	26	27	28	55	#
156	5.40792	24	25	26	27	28	29	55	#
157	5.40792	25	26	27	28	29	30	55	#
158	5.40792	26	27	28	29	30	31	55	#
159	5.40792	27	28	29	30	31	32	55	#
160	5.40792	28	29	30	31	32	33	55	#
161	5.40792	29	30	31	32	33	34	55	#
162	5.40792	30	31	32	33	34	35	55	#
163	5.40792	31	32	33	34	35	36	55	#
164	5.40792	32	33	34	35	36	37	55	#
165	5.40792	33	34	35	36	37	38	55	#
166	5.40792	34	35	36	37	38	39	55	#
167	5.40792	35	36	37	38	39	40	55	#
168	5.40792	36	37	38	39	40	41	55	#
169	5.40792	37	38	39	40	41	42	55	#
170	5.40792	38	39	40	41	42	43	55	#
171	5.40792	39	40	41	42	43	44	55	#
172	5.40792	40	41	42	43	44	45	55	#
173	5.40792	41	42	43	44	45	46	55	#
174	5.40792	42	43	44	45	46	47	55	#
175	5.40792	43	44	45	46	47	48	55	#
176	5.40792	44	45	46	47	48	49	55	#
177	5.40792	45	46	47	48	49	50	55	#
178	5.30188	46	47	48	49	50	51	55	#
179	-nan	0	56	#
180	0	1	56	#
181	0	2	56	#
182	0	3	56	#
183	0	4	56	#
184	0	5	56	#
185	0	6	56	#
186	0	7	56	#
187	0	8	56	#
188	0	9	56	#
189	0	10	56	#
190	0	11	56	#
191	0	12	56	#
192	0	13	56	#
193	0	14	56	#
194	0	15	56	#
195	0	16	56	#
196	0	17	56	#
197	0	18	56	#
198	0	19	56	#
199	0	20	56	#
200	0	21	56	#
201	0	22	56	#
202	0	23	56	#
203	0	24	56	#
204	0	25	56	#
205	0	26	56	#
206	0	27	56	#
207	0	28	56	#
208	0	29	56	#
209	0	30	56	#
210	0	31	56	#
211	0	32	56	#
212	0	33	56	#
213	0	34	56	#
214	0	35	56	#
215	0	36	56	#
216	0	37	56	#
217	0	38	56	#
218	0	39	56	#
219	0	40	56	#
220	0	41	56	#
221	0	42	56	#
222	0	43	56	#
223	0	44	56	#
224	0	45	56	#
225	0	46	56	#
226	0	47	56	#
227	0	48	56	#
228	0	49	56	#
229	0	50	56	#
230	0	51	56	#
